,category,type,primary_size,reducing_size,length,material_name,material_specification,material_grade,pressure_class,primary_schedule,reducing_schedule,manufacturing_process,end_finish,end_connections,trim,miscellaneous,confidence,original_text
1049,fitting,concentric_reducer,1.5,0.75,,stainless_steel,A403,WP316L-S,,40S,40S,seamless,,plain_end,,SP-95,0.9,"NPS: 1.5 X 0.75 SWG-CON, 316L SS A403-WP316L-S, SMLS, PE, SCH 40S X SCH 40S, SP-95"
1050,fitting,concentric_reducer,1.5,1.0,,carbon_steel,A234,WPB,,40,40,seamless,plain_end,plain_end,,SP-95,0.9,"NPS: 1.5 X 1 SWG-CON, CS A234-WPB N, SMLS, PE, SCH 40 X SCH 40, SP-95"
1051,fitting,90_degree_long_radius_elbow,10.0,,,carbon_steel,A234,WPB,,standard,,seamless,,butt_weld,,B16.9,0.9,"NPS: 10 EL-90 LR, CS A234-WPB N, SMLS, BE, STD, B16.9"
1052,fitting,tee,10.0,,,carbon_steel,A234,WPB,,standard,,seamless,,butt_weld,,B16.9,0.9,"NPS: 10 TEE, CS A234-WPB N, SMLS, BE, STD, B16.9"
1053,fitting,concentric_reducer,10.0,8.0,,carbon_steel,A234,WPB,,STD,STD,seamless,beveled,butt_weld,,B16.9,0.9,"NPS: 10 X 8 RED CON, CS A234-WPB N, SMLS, BE, STD X STD, B16.9"
1054,fitting,long_radius_45_elbow,18.0,,,carbon_steel,A234,WPB,,standard,,seamless,beveled,butt_weld,,B16.9,0.9,"NPS: 18 EL-45 LR, CS A234-WPB N, SMLS, BE, STD, B16.9"
1055,flange,slip_on,18.0,,,carbon_steel,A105,N,150,,,,raised_face,,,B16.5,0.9,"NPS: 18 FLG-SLP ON, CS A105N, CL150, RF, B16.5"
1056,fitting,cap,2.0,,,stainless_steel,A182,F304L,3000,,,,,socket_weld,,B16.11,0.9,"NPS: 2 CAP, 304L SS A182-F304L, SW, CL3000, B16.11"
1057,fitting,elbow_45,2.0,,,stainless_steel,A182,F304L,3000,,,,,socket_weld,,B16.11,0.9,"NPS: 2 EL-45, 304L SS A182-F304L, SW, CL3000, B16.11"
1058,fitting,elbow_90,2.0,,,carbon_steel,A234,WPB,,40,,seamless,,butt_weld,,3D radius,0.9,"NPS: 2 EL-90 3D, CS A234-WPB N, SMLS, BE, SCH 40, B16.9"
1059,fitting,latrolet_45,2.0,,,carbon_steel,A234,WPB,,40,,seamless,be,butt_weld,,"full rated B16.9, designed B31.3",0.9,"NPS: 2 LAT-45, CS A234-WPB N, SMLS, BE, SCH 40, MFR STD, FULL RATED B16.9, DESIGNED B31.3"
1060,pipe,pipe_seamless,2.0,,,carbon_steel,A106,B,,40,,seamless,plain_end,plain_end,,"B36.10M, single random lengths",0.9,"NPS: 2 PIPE, CS A106-B, SMLS, PE, SCH 40, B36.10M, SNGL RANDOM LGTHS"
1061,fitting,concentric_reducer,2.0,1.5,,stainless_steel,A403,WP316L,,40S,40S,seamless,,plain_end,,SP-95,0.9,"NPS: 2 X 1.5 SWG-CON, 316L SS A403-WP316L-S, SMLS, PE, SCH 40S X SCH 40S, SP-95"
1062,flange,slip_on,20.0,,,carbon_steel,A105,N,150,,,,raised_face,,,B16.5,0.9,"NPS: 20 FLG-SLP ON, CS A105N, CL150, RF, B16.5"
1063,fitting,90_degree_long_radius_elbow,24.0,,,carbon_steel,A234,WPB,,standard,,seamless,,butt_weld,,B16.9,0.9,"NPS: 24 EL-90 LR, CS A234-WPB N, SMLS, BE, STD, B16.9"
1064,flange,slip_on,24.0,,,carbon_steel,A105,N,150,,,,raised_face,,,B16.5,0.9,"NPS: 24 FLG-SLP ON, CS A105N, CL150, RF, B16.5"
1065,pipe,seamless_pipe,24.0,,,carbon_steel,A53,B,,standard,,seamless,beveled,plain_end,,"B36.10M, double random lengths",0.9,"NPS: 24 PIPE, CS A53-B TYPE S, SMLS, BE, STD, B36.10M, DBL RANDOM LGTHS"
1066,fitting,long_radius_90_elbow,3.0,,,carbon_steel,A234,WPB,,40,,seamless,beveled,butt_weld,,B16.9,0.9,"NPS: 3 EL-90 LR, CS A234-WPB N, SMLS, BE, SCH 40, B16.9"
1067,fitting,90_degree_long_radius_elbow,3.0,,,carbon_steel,A234,WPB,,standard,,seamless,,butt_weld,,B16.9,0.9,"NPS: 3 EL-90 LR, CS A234-WPB N, SMLS, BE, STD, B16.9"
1068,flange,slip_on,3.0,,,carbon_steel,A105,N,150,,,,raised_face,,,B16.5,0.9,"NPS: 3 FLG-SLP ON, CS A105N, CL150, RF, B16.5"
1069,flange,weld_neck,3.0,,,carbon_steel,A105,N,150,40,,,raised_face,,,B16.5,1.0,"NPS: 3 FLG-WN, CS A105N, CL150, RF, SCH 40, B16.5"
1070,fitting,latrolet_45,3.0,,,carbon_steel,A234,WPB,,40,,seamless,beveled,butt_weld,,"FULL RATED B16.9, DESIGNED B31.3",0.9,"NPS: 3 LAT-45, CS A234-WPB N, SMLS, BE, SCH 40, MFR STD, FULL RATED B16.9, DESIGNED B31.3"
1071,pipe,pipe_seamless,3.0,,,carbon_steel,A106,B,,40,,seamless,beveled_end,be,,"B36.10M, double random lengths",0.9,"NPS: 3 PIPE, CS A106-B, SMLS, BE, SCH 40, B36.10M, DBL RANDOM LGTHS"
1072,fitting,tee,3.0,,,stainless_steel,A403,WP304L,,10S,,seamless,plain_end,butt_weld,,B16.9,0.9,"NPS: 3 TEE, 304L SS A403-WP304L-S, SMLS, BE, SCH 10S, B16.9"
1073,fitting,eccentric_reducer,3.0,2.0,,carbon_steel,A234,WPB,,40,40,seamless,,butt_weld,,B16.9,0.9,"NPS: 3 X 2 RED ECC, CS A234-WPB N, SMLS, BE, SCH 40 X SCH 40, B16.9"
1074,fitting,elbow_45_long_radius,4.0,,,carbon_steel,A234,WPB,,40,,seamless,,butt_weld,,B16.9,0.9,"NPS: 4 EL-45 LR, CS A234-WPB N, SMLS, BE, SCH 40, B16.9"
1075,fitting,short_radius_90_elbow,4.0,,,stainless_steel,A403,WP316L-S,,10S,,seamless,beveled_end,butt_weld,,B16.9,0.9,"NPS: 4 EL-90 SR, 316L SS A403-WP316L-S, SMLS, BE, SCH 10S, B16.9"
1076,fitting,sr_90_elbow,4.0,,,carbon_steel,A234,WPB,,40,,seamless,,butt_weld,,B16.9,0.9,"NPS: 4 EL-90 SR, CS A234-WPB N, SMLS, BE, SCH 40, B16.9"
1077,flange,weld_neck,4.0,,,carbon_steel,A105,N,150,40,,,raised_face,,,B16.5,1.0,"NPS: 4 FLG-WN, CS A105N, CL150, RF, SCH 40, B16.5"
1078,pipe,seamless_pipe,4.0,,,carbon_steel,A53,B,,standard,,seamless,beveled,plain_end,,"B36.10M, double random lengths",0.9,"NPS: 4 PIPE, CS A53-B TYPE S, SMLS, BE, STD, B36.10M, DBL RANDOM LGTHS"
1079,fitting,tee,4.0,,,stainless_steel,A403,WP316L,,10S,,seamless,plain_end,butt_weld,,B16.9,0.9,"NPS: 4 TEE, 316L SS A403-WP316L-S, SMLS, BE, SCH 10S, B16.9"
1080,fitting,concentric_reducer,4.0,3.0,,carbon_steel,A234,WPB,,40,40,seamless,beveled,butt_weld,,B16.9,0.9,"NPS: 4 X 3 RED CON, CS A234-WPB N, SMLS, BE, SCH 40 X SCH 40, B16.9"
1081,fitting,elbow_90_long_radius,6.0,,,carbon_steel,A234,WPB,,40,,seamless,,butt_weld,,B16.9,0.9,"NPS: 6 EL-90 LR, CS A234-WPB N, SMLS, BE, SCH 40, B16.9"
1082,flange,lap_joint,6.0,,,carbon_steel,A105,N,150,,,,flat_face,,,B16.5,0.9,"NPS: 6 FLG-LJ, CS A105N, CL150, FF, B16.5"
1083,flange,weld_neck,6.0,,,carbon_steel,A105,N,150,standard,,,flat_face,,,B16.5,0.9,"NPS: 6 FLG-WN, CS A105N, CL150, FF, STD, B16.5"
1084,fitting,latrolet,6.0,,,carbon_steel,A234,WPB,,40,,seamless,beveled,butt_weld,,"full rated B16.9, designed B31.3",0.9,"NPS: 6 LAT-45, CS A234-WPB N, SMLS, BE, SCH 40, MFR STD, FULL RATED B16.9, DESIGNED B31.3"
1085,pipe,seamless_pipe,6.0,,,carbon_steel,A106,B,,40,,seamless,beveled,,,"B36.10M, double random lengths",0.9,"NPS: 6 PIPE, CS A106-B, SMLS, BE, SCH 40, B36.10M, DBL RANDOM LGTHS"
1086,fitting,stub_end,6.0,,,stainless_steel,A403,WP304L,,10S,,seamless,,butt_weld,,B16.9 SHORT PATTERN,0.9,"NPS: 6 STUB END, 304L SS A403-WP304L-S, SMLS, BE, SCH 10S, B16.9 SHORT PAT"
1087,fitting,tee,6.0,,,carbon_steel,A234,WPB,,40,,seamless,,butt_weld,,B16.9,0.9,"NPS: 6 TEE, CS A234-WPB N, SMLS, BE, SCH 40, B16.9"
1088,fitting,concentric_reducer,6.0,3.0,,stainless_steel,A403,WP316L-S,,10S,10S,seamless,,butt_weld,,B16.9,0.9,"NPS: 6 X 3 RED CON, 316L SS A403-WP316L-S, SMLS, BE, SCH 10S X SCH 10S, B16.9"
1089,fitting,long_radius_45_elbow,8.0,,,carbon_steel,A234,WPB,,standard,,seamless,,butt_weld,,B16.9,0.9,"NPS: 8 EL-45 LR, CS A234-WPB N, SMLS, BE, STD, B16.9"
1090,fitting,90_degree_long_radius_elbow,8.0,,,carbon_steel,A234,WPB,,40,,seamless,beveled,butt_weld,,B16.9,0.9,"NPS: 8 EL-90 LR, CS A234-WPB N, SMLS, BE, SCH 40, B16.9"
1091,fitting,short_radius_90_elbow,8.0,,,carbon_steel,A234,WPB,,40,,seamless,,butt_weld,,B16.9,0.9,"NPS: 8 EL-90 SR, CS A234-WPB N, SMLS, BE, SCH 40, B16.9"
1092,flange,weld_neck,8.0,,,carbon_steel,A105,N,150,standard,,,flat_face,,,B16.5,0.9,"NPS: 8 FLG-WN, CS A105N, CL150, FF, STD, B16.5"
1093,fitting,sockolet,0.75,,,carbon_steel,SA105,,3000,,,,flat,socket_weld,,,0.9,"OUTLET, PIPE, SOCKOLET, FLAT, 3/4"" BRANCH, SOCKET WELD, 3000 LB, SA105"
1094,fitting,weldolet,8.0,3.0,,carbon_steel,SA105,,,standard,,,,weld_neck,,,0.9,"OUTLET, PIPE, WELDOLET, 8"" RUN, 3"", WELD NECK BRANCH, SCH STD, SA105"
1095,fitting,weldolet,8.0,4.0,,carbon_steel,SA105,,,standard,,,,butt_weld,,weld_neck_branch,0.9,"OUTLET, PIPE, WELDOLET, 8"" RUN, 4"", WELD NECK BRANCH, SCH STD, SA105"
1096,fitting,insert,1.0,0.75,,carbon_steel,,,3000,,,,,socket_weld,,,0.8,"PIPE, INSERT,1"" X 3/4"", SOCKET WELD, 3000 LB, CS"
1097,pipe,seamless_pipe,1.0,,,stainless_steel,SA312,304L,,80,,seamless,beveled,plain_end,,,0.9,"PIPE, SEAMLESS, 1"", PLAIN BEVELED END, SCH 80/XH, SA312, 304L SS"
1098,pipe,seamless_pipe,1.0,,,carbon_steel,A106,,,160,,seamless,beveled,plain_end,,,0.9,"PIPE, SEAMLESS, 1"", PLAIN END BEVELED END, SCH 160, CARBON STEEL, A106"
1099,pipe,seamless_pipe,1.0,,,carbon_steel,A106,,,80,,seamless,galvanized,threaded,,coupled,0.9,"PIPE, SEAMLESS, 1"", THREADED AND COUPLED END, SCH 80/XH, GALVANIZED, A106"
1100,pipe,seamless_pipe,0.5,,,carbon_steel,A106,B,,80,,seamless,,plain_end,,SRL,0.9,"PIPE, SEAMLESS, 1/2"", PBE, SCH 80/XH, CRB STL, ASTM A106, GR: B, SRL"
1101,pipe,seamless_pipe,0.5,,,stainless_steel,A312,304,,80,,seamless,beveled,plain_end,,,0.9,"PIPE, SEAMLESS, 1/2"", PLAIN END BEVELED END, SCH 80/XH, ASTM A312, 304 STAINLESS"
1102,pipe,seamless_pipe,10.0,,,stainless_steel,,316,,40,,seamless,beveled,,,,0.9,"PIPE, SEAMLESS, 10"", BEVELED END, SCH 40, 316SS"
1103,pipe,seamless_pipe,10.0,,,carbon_steel,A53/A106,B,,40,,seamless,plain_end,,,SRL,0.9,"PIPE, SEAMLESS, 10"", SCH 40/STD, CARBON STEEL, ASTM A53, A106, GR: B, SRL"
1104,pipe,seamless_pipe,1.5,,,carbon_steel,A106,B,,160,,seamless,beveled,plain_end,,,0.9,"PIPE, SEAMLESS, 1-1/2"", PLAIN END BEVELED END, SCH 160, CARBON STEEL, A106, GR B"
1105,pipe,seamless_pipe,1.5,,,carbon_steel,A53/A106,B,,80,,seamless,,,,SRL,0.9,"PIPE, SEAMLESS, 1-1/2"", SCH 80/XH, CARBON STEEL, ASTM A53, A106, GR: B, SRL"
1106,pipe,seamless_pipe,1.25,,,carbon_steel,A106,B,,80,,seamless,,,,,0.9,"PIPE, SEAMLESS, 1-1/4"", SCH 80/XH, CARBON STEEL, ASTM A106, GR: B"
1107,pipe,seamless_pipe,12.0,,,carbon_steel,A53/A106,B,,40S,,seamless,,,,single_random,0.9,"PIPE, SEAMLESS, 12"", SCH 40S/STD, CS, ASTM A53, A106, GR: B, SINGLE RANDOM"
1108,pipe,seamless_pipe,14.0,,,carbon_steel,A53/A106,B,,standard,,seamless,,,,,0.9,"PIPE, SEAMLESS, 14"", SCH STD, CARBON STEEL, ASTM A53, A106, GR: B"
1109,pipe,seamless_pipe,16.0,,,carbon_steel,A53/A106,B,,standard,,seamless,,,,,0.9,"PIPE, SEAMLESS, 16"", SCH STD, CARBON STEEL, ASTM A53, A106, GR: B"
1110,pipe,seamless_pipe,2.0,,,carbon_steel,A53/A106,B,,160,,seamless,beveled,plain_end,,,0.9,"PIPE, SEAMLESS, 2"" PLAIN END BEVELED END,SCH 160, CRB STL, ASTM A53, A106, GR: B"
1111,pipe,seamless_pipe,2.0,,,stainless_steel,SA312,304L,,80,,seamless,beveled,plain_end,,,0.9,"PIPE, SEAMLESS, 2"", PLAIN BEVELED END, SCH 80/XH, SA312, 304L SS"
1112,pipe,seamless_pipe,2.0,,,carbon_steel,A106,B,,40,,seamless,beveled,plain_end,,,0.9,"PIPE, SEAMLESS, 2"", PLAIN END BEVELED END, SCH 40/STD, CARBON STEEL, A106, GR: B"
1113,pipe,seamless_pipe,2.0,,,stainless_steel,,316L,,80,,seamless,beveled,plain_end,,,0.9,"PIPE, SEAMLESS, 2"", PLAIN END BEVELED END, SCH 80/XH, STAINLESS, 316L SS"
1114,pipe,seamless_pipe,2.0,,,stainless_steel,,316/316L,,80,,seamless,plain_end,pe,,,0.9,"PIPE, SEAMLESS, 2"", PLAIN END, SEAMLESS, SCH 80/XH, 316/316L STAINLESS"
1115,pipe,seamless_pipe,3.0,,,carbon_steel,A53/A106,B,,40,,seamless,,,,double_random,0.9,"PIPE, SEAMLESS, 3"", SCH 40/STD, CS, ASTM A53, A106, GR: B, DOUBLE RANDOM"
1116,pipe,seamless_pipe,0.75,,,carbon_steel,A106,B,,80,,seamless,beveled,plain_end,,,0.9,"PIPE, SEAMLESS, 3/4"", PLAIN BEVELED END, SCH 80/XH, CARBON STEEL, A106, GR B"
1117,pipe,seamless_pipe,0.75,,,carbon_steel,A106,,,160,,seamless,,,,,0.9,"PIPE, SEAMLESS, 3/4"", SCH 160, A106"
1118,pipe,seamless,4.0,,,carbon_steel,A234,WPB,,40,,seamless,,,,,0.9,"PIPE, SEAMLESS, 4"", SCH 40/STD, CS, ASTM A234 WPB, CS"
1119,pipe,seamless_pipe,4.0,,,carbon_steel,A53/A106,B,,40,,seamless,,,,double_random,0.9,"PIPE, SEAMLESS, 4"", SCH 40/STD, CS, ASTM A53, A106, GR: B, DOUBLE RANDOM"
1120,pipe,seamless_pipe,4.0,,,carbon_steel,A53/A106,B,,40,,seamless,,,,single_random,0.9,"PIPE, SEAMLESS, 4"", SCH 40/STD, CS, ASTM A53, A106, GR: B, SINGLE RANDOM"
1121,pipe,seamless_pipe,4.0,,,carbon_steel,A53/A106,B,,80,,seamless,,,,single random,0.9,"PIPE, SEAMLESS, 4"", SCH 80/XH, CS, ASTM A53, A106, GR: B, SINGLE RANDOM"
1122,pipe,seamless_pipe,8.0,,,stainless_steel,A312,316,,40,,seamless,beveled,plain_end,,,0.9,"PIPE, SEAMLESS, 8"", SCH STD/40, PLAIN END BEVELED END, 316 SS, ASTM A312"
1123,pipe,pipe,1.0,,,carbon_steel,A106,B,,80,,seamless,,,,SRL,0.9,"PIPE,1,S80,A106B,SRL"
1124,pipe,pipe,0.5,,,carbon_steel,A106,B,,80,,seamless,,,,SRL,0.9,"PIPE,1/2 IN S/80,A-106B, SRL"
1125,pipe,pipe,2.0,,,carbon_steel,A106,B,,80,,,,,,DRL,0.9,"PIPE,2,S80,A106B,DRL"
1126,pipe,pipe,3.0,,,carbon_steel,A106,B,,80,,,,DRL,,,0.9,"PIPE,3 IN S/80,A-106B,DRL"
1127,pipe,pipe,0.75,,,carbon_steel,A106,B,,80,,seamless,,,,SRL,0.9,"PIPE,3/4,S80,A106B,SRL"
1128,pipe,pipe,4.0,,,carbon_steel,A106,B,,40,,,,,,DRL,0.9,"PIPE,4 IN S/40,A-106B,DRL"
1129,pipe,pipe,6.0,,,carbon_steel,A106,B,,40,,,DRL,,,,0.9,"PIPE,6,S40,A106B,DRL"
1130,pipe,pipe,1.0,,21.0,carbon_steel,,,,80,,,galvanized,threaded,,per stick,0.9,"PIPE,GALV,1,SCH 80,THD (21 FT/STICK)"
1131,pipe,pipe,0.5,,21.0,carbon_steel,,,,schedule_80,,,galvanized,threaded,,per stick,0.9,"PIPE,GALV,1/2,SCH 80,THD (21 FT/STICK)"
1132,pipe,pipe,0.75,,21.0,carbon_steel,,,,80,,,galvanized,threaded,,per stick,0.9,"PIPE,GALV,3/4,SCH 80,THD (21 FT/STICK)"
1133,fitting,plug,0.25,,,carbon_steel,A105,,,,,,hexagonal_head,threaded,,,0.9,"PLUG, PIPE, 1/4"", HEXAGONAL HEAD, THREADED, CARBON STEEL, ASTM A105"
1134,fitting,plug,0.125,,,carbon_steel,A105,,,,,,,threaded,,hexagonal head,0.9,"PLUG, PIPE, 1/8"", HEXAGONAL HEAD, THREADED, CARBON STEEL, ASTM A105"
1135,fitting,pipe_plug,1.5,,,carbon_steel,SA105,,6000,,,,hex_head,threaded,,,0.9,"PLUG, PIPE, 1-1/2"", HEX HEAD, THREADED, 6000 LB, CARBON STEEL, SA105"
1136,fitting,pipe_plug,1.5,,,carbon_steel,A105,,,,,,hexagonal_head,threaded,,,0.9,"PLUG, PIPE, 1-1/2"", HEXGONAL HEAD, THREADED, CARBON STEEL, ASTM A105"
1137,fitting,pipe_plug,2.0,,,carbon_steel,A105,,,,,,hexagonal_head,threaded,,,0.9,"PLUG, PIPE, 2"", HEXGONAL HEAD, THREADED, CARBON STEEL, ASTM A105"
1138,fitting,hex_plug,1.0,,,carbon_steel,A105,B,3000,,,,,,,,0.8,"PLUG,1,HEX,3000,A105B"
1139,fitting,plug,0.5,,,carbon_steel,A105,B,3000,,,,,,,hex,0.9,"PLUG,1/2,3000,HEX,A105B"
1140,fitting,plug,0.25,,,carbon_steel,A105,B,3000,,,,,,,hex,0.9,"PLUG,1/4,HEX,3000,A105B"
1141,fitting,plug,0.125,,,carbon_steel,A105,B,3000,,,,hex,,,,0.9,"PLUG,1/8,3000,HEX,A105B"
1142,fitting,hex_plug,1.5,,,carbon_steel,A105,B,3000,,,,,,,hex,0.9,"PLUG,1-1/2,HEX,3000,A105B"
1143,fitting,hex_plug,2.0,,,carbon_steel,A105,B,3000,,,,,,,,0.9,"PLUG,2,HEX,3000,A105B"
1144,fitting,plug,0.75,,,carbon_steel,A105,B,3000,,,,,,,hex,0.9,"PLUG,3/4,3000,HEX,A105B"
1145,fitting,hex_plug,0.375,,,carbon_steel,A105,B,3000,,,,,,,,0.9,"PLUG,HEX,3/8,3000,A105B"
1146,fitting,concentric_reducer,2.0,1.0,,carbon_steel,A234,,,80,80,,,butt_weld,,,0.9,"REDUCER, PIPE, CONCENTRIC, 2"" X 1"", BUTT WELD, SCH 80/XH, CARBON STEEL, A234"
1147,fitting,concentric_reducer,2.0,1.5,,carbon_steel,A234,,,standard,,,butt_weld,BW,,,0.9,"REDUCER, PIPE, CONCENTRIC, 2"" X 1-1/2"", BUTT WELD, SCH STD, CARBON STEEL, A234"
1148,fitting,concentric_reducer,3.0,2.0,,carbon_steel,,,,80,xs,,,butt_weld,,,0.9,"REDUCER, PIPE, CONCENTRIC, 3"" X 2"", BUTT WELD, SCH 80/XS, CARBON STEEL"
1149,fitting,concentric_reducer,6.0,3.0,,carbon_steel,A234,,,standard,,,,butt_weld,,,0.9,"REDUCER, PIPE, CONCENTRIC, 6"" X 3"", BUTT WELD, SCH STD, CARBON STEEL, ASTM A234"
1150,fitting,concentric_reducer,2.0,0.75,,,,,,extra_heavy,extra_strong,seamless,,butt_weld,,,0.8,"REDUCER, PIPE, CONCENTRIC/SEAMLESS, 2"" X 3/4"", BUTT WELD, SCH XH/XS"
1151,fitting,concentric_reducer,3.0,2.0,,carbon_steel,,,,extra_heavy,extra_strong,seamless,,butt_weld,,,0.9,"REDUCER, PIPE, CONCENTRIC/SEAMLESS, 3"" X 2"", BUTT WELD, SCH XH/XS, CARBON STEEL"
1152,fitting,eccentric_reducer,4.0,2.0,,carbon_steel,A234,,,schedule_40,schedule_80,,,butt_weld,,XH,0.9,"REDUCER, PIPE, ECCENTRIC, 4"" X 2"", BUTT WELD, SCH STD 40/80 XH, CRB STL, A234"
1153,fitting,concentric_reducer,4.0,3.0,,carbon_steel,A234,WPB,,40,40,,,,,,0.9,"REDUCER,CONC,4X3,S40,A234WPB"
1154,fitting,concentric_reducer,6.0,3.0,,carbon_steel,A234,WPB,,40,,,,,,,0.9,"REDUCER,CONC,6 X 3,S40,A234WPB"
1155,fastener,stud,1.25,,8.5,,,B7,,,,,8 TPI,,,,0.9,"STUD, 1-1/4"" DIA, 8 TPI, 8-1/2"" LG, GR: B7"
1156,fastener,stud,1.125,,6.0,,,B7,,,,,8 TPI,,,,0.9,"STUD, 1-1/8"" DIA, 8 TPI, 6"" LG, GR: B7"
1157,fastener,stud,0.75,,3.5,,,B7,,,,,,,,10 TPI,0.9,"STUD, 3/4"" DIA, 10 TPI, 3-1/2"" LG, GR: B7"
1158,fastener,stud_with_nuts,0.75,,5.0,,,B7,,,,,,10 TPI,,W2 / 2H NUTS,0.9,"STUD, 3/4"" DIA, 10 TPI, 5"" LG, GR: B7 W2 / 2H NUTS"
1159,fastener,stud,0.75,,4.0,,,B7,,,,,teflon_coated,,,10 DIA,0.9,"STUD, 3/4""-10 DIA, 4"" LG, TEFLON COATED, GR: B7"
1160,fastener,stud,0.625,,5.0,,,B7,,,,,11 TPI,,,,0.9,"STUD, 5/8"" DIA, 11 TPI, 5"" LG, GR: B7"
1161,fastener,stud_bolt,1.125,,6.5,,,B7,,,,,8 TPI,,,,0.9,"STUD, BOLT, 1-1/8"" DIA X 6-1/2"" LG, 8 TPI, GR: B7"
1162,fitting,reducing_tee,1.5,0.5,,carbon_steel,A105,,3000,,,,,threaded,,,0.9,"TEE, PIPE REDUCING, 1-1/2"" RUN, 1/2"" BRANCH, THRD, 3000 LB, CS, A105"
1163,fitting,tee,1.0,,,carbon_steel,SA105,,6000,,,forged,,socket_weld,,,0.9,"TEE, PIPE, 1"", SOCKET WELD, 6000 LB, FORGED CARBON STEEL, SA105"
1164,fitting,tee,1.0,,,carbon_steel,A105,,3000,,,,,threaded,,,0.9,"TEE, PIPE, 1"", THREADED, 3000 LB, CARBON STEEL, ASTM A105"
1165,fitting,tee,1.0,,,,,,,,,,galvanized,threaded,,,0.8,"TEE, PIPE, 1"", THREADED, GALVANIZED"
1166,fitting,reducing_tee,1.0,0.75,,carbon_steel,A105,,3000,,,,,socket_weld,,,0.9,"TEE, PIPE, 1""X 3/4"" SOCKET WELD, REDUCING 3000 LB, CARBON STEEL, ASTM A105"
1167,fitting,tee,0.5,,,carbon_steel,A105,,3000,,,,,socket_weld,,,0.9,"TEE, PIPE, 1/2"", SOCKET WELD, 3000 LB, CARBON STEEL, ASTM A105"
1168,fitting,tee,0.5,,,carbon_steel,A105,,3000,,,,,threaded,,,0.9,"TEE, PIPE, 1/2"", THREADED, 3000 LB, CARBON STEEL, ASTM A105"
1169,fitting,tee,1.5,,,carbon_steel,,,3000,,,forged,,socket_weld,,,0.9,"TEE, PIPE, 1-1/2"", SOCKET WELD, 3000 LB, FORGED CARBON STEEL"
1170,fitting,tee,1.5,,,malleable_iron,,,3000,,,,galvanized,threaded,,,0.9,"TEE, PIPE, 1-1/2"", THREADED, 3000 LB, GALVANIZED MALLEABLE IRON"
1171,fitting,tee,2.0,,,carbon_steel,A105N,WPB,,80,,,,butt_weld,,,0.9,"TEE, PIPE, 2"", BUTT WELD, SCH 80/XH, CARBON STEEL, ASTM A105N, GR: WPB"
1172,fitting,tee,2.0,,,stainless_steel,,316L,3000,,,,,socket_weld,,,0.9,"TEE, PIPE, 2"", SOCKET WELD, 3000 LB, 316L SS"
1173,fitting,tee,2.0,,,malleable_iron,,,150,,,,galvanized,threaded,,,0.9,"TEE, PIPE, 2"", THREADED, 150 LB, GALVANIZED MALLEABLE IRON"
1174,fitting,tee,2.0,,,carbon_steel,A105,,3000,,,,,threaded,,,0.9,"TEE, PIPE, 2"", THREADED, 3000 LB, CARBON STEEL, ASTM A105"
1175,fitting,tee,0.75,,,carbon_steel,A105,,3000,,,,,socket_weld,,,0.9,"TEE, PIPE, 3/4"", SOCKET WELD, 3000 LB, CARBON STEEL, ASTM A105"
1176,fitting,tee,0.75,,,carbon_steel,,,6000,,,,,socket_weld,,,0.9,"TEE, PIPE, 3/4"", SOCKET WELD, 6000 LB, CARBON STEEL"
1177,fitting,tee,0.75,,,carbon_steel,A105,,3000,,,,,threaded,,,0.9,"TEE, PIPE, 3/4"", THREADED, 3000 LB, CARBON STEEL, ASTM A105"
1178,fitting,tee,0.75,,,carbon_steel,,,6000,160,,,,threaded,,,0.9,"TEE, PIPE, 3/4"", THREADED, 6000 LB, SCH 160, CARBON STEEL"
1179,fitting,tee,0.75,,,,,,,,,,galvanized,threaded,,,0.8,"TEE, PIPE, 3/4"", THREADED, GALVANIZED"
1180,fitting,reducing_tee,2.0,1.0,,carbon_steel,,,,extra_heavy,,,,butt_weld,,,0.8,"TEE, PIPE, REDUCING, 2"" X 1"", SCH XH, BUTT WELD, CS"
1181,fitting,reducing_tee,4.0,2.0,,carbon_steel,A234,,,40,XH,,,butt_weld,,,0.9,"TEE, PIPE, REDUCING, 4"" X 4"" X 2"", SCH 40/XH, BUTT WELD, CS, A234"
1182,fitting,reducing_tee,4.0,3.0,,carbon_steel,,,,40,standard,,butt_weld,BW,,,0.9,"TEE, PIPE, REDUCING, 4"" X 4"" X 3"", SCH 40/STD, BUTT WELD, CS"
1183,fitting,tee,10.0,,,carbon_steel,A234,,,standard,,seamless,,butt_weld,,,0.9,"TEE, PIPE, SEAMLESS, 10"", BUTT WELD, SCH STD, CARBON STEEL, A234"
1184,fitting,tee,10.0,,,carbon_steel,,,,extra_strong,,seamless,black,butt_weld,,,0.9,"TEE, PIPE, SEAMLESS, 10"", BUTT WELD, SCH XH/XS, CARBON STEEL, BLACK FINISH"
1185,fitting,tee,1.5,,,carbon_steel,SA234,,,80,,seamless,butt_weld,BW,,XH,0.9,"TEE, PIPE, SEAMLESS, 1-1/2"", BUTT WELD, SCH 80/XH, CARBON STEEL, SA234"
1186,fitting,tee,8.0,,,carbon_steel,A234,,,standard,,seamless,,butt_weld,,,0.9,"TEE, PIPE, SEAMLESS, 8"", BUTT WELD, SCH STD, CARBON STEEL, A234"
